internship_id,date_time,profile,company,location,start_date,stipend,duration,apply_by_date,offer,education,skills,perks,stipend_min,stipend_max,stipend_type,stipend_period,duration_months,apply_by_dt,posted_dt,start_immediate,start_dt,is_remote,city,is_multi_city,skills_tokens,text_blob
INT1240,2025-07-17,Data Science,TechCorp India,Mumbai,Immediately,Rs. 5000 /month,2 Months,2025-06-15,"Certificate of Completion, Letter of Recommendation",B.Tech/B.E.,"Python, Machine Learning, Data Analysis","Informal dress code, Free snacks",5000.0,5000.0,fixed,month,2.0,2025-06-15,2025-07-17,True,,False,Mumbai,False,"['python', 'machine learning', 'data analysis']","data science python, machine learning, data analysis informal dress code, free snacks b.tech/b.e. certificate of completion, letter of recommendation techcorp india"
INT1241,2025-08-18,Web Development,StartupXYZ,Delhi,1 June 2025,Rs. 10000 /month,3 Months,2025-07-01,Pre-Placement Offer (PPO),BCA,"React, JavaScript, HTML, CSS","Certificate, LOR",10000.0,10000.0,fixed,month,3.0,2025-07-01,2025-08-18,False,2025-06-01,False,Delhi,False,"['react', 'javascript', 'html', 'css']","web development react, javascript, html, css certificate, lor bca pre-placement offer (ppo) startupxyz"
INT1242,2025-09-19,Machine Learning,InnovateTech,Bangalore,Immediately,Rs. 8000 /month,4 Months,2025-08-20,Certificate of Completion,MCA,"Python, TensorFlow, Deep Learning",Flexible working hours,8000.0,8000.0,fixed,month,4.0,2025-08-20,2025-09-19,True,,False,Bangalore,False,"['python', 'tensorflow', 'deep learning']","machine learning python, tensorflow, deep learning flexible working hours mca certificate of completion innovatetech"
INT1243,2025-01-20,Business Development,DataDriven Co,Hyderabad,1 June 2025,Rs. 15000 /month,6 Months,2025-09-30,Letter of Recommendation,MBA,"Business Development, Sales, CRM",Health Insurance,15000.0,15000.0,fixed,month,6.0,2025-09-30,2025-01-20,False,2025-06-01,False,Hyderabad,False,"['business development', 'sales', 'crm']","business development business development, sales, crm health insurance mba letter of recommendation datadriven co"
INT1244,2025-02-21,Marketing,DesignHub,Chennai,Immediately,Unpaid,1 Month,2025-05-31,,B.Com,"Digital Marketing, SEO, Google Analytics",,0.0,0.0,unpaid,unknown,1.0,2025-05-31,2025-02-21,True,,False,Chennai,False,"['digital marketing', 'seo', 'google analytics']","marketing digital marketing, seo, google analytics b.com designhub"
INT1245,2025-03-22,Content Writing,FinanceFirst,Pune,Immediately,Rs. 3000 /month,5 Months,2025-10-15,"Certificate, PPO",Any Graduate,"Content Writing, Blogging, SEO","Flexible working hours, Work from home",3000.0,3000.0,fixed,month,5.0,2025-10-15,2025-03-22,True,,False,Pune,False,"['content writing', 'blogging', 'seo']","content writing content writing, blogging, seo flexible working hours, work from home any graduate certificate, ppo financefirst"
INT1246,2025-04-23,Graphic Design,MarketMasters,Kolkata,1 August 2025,Rs. 20000 /month,8 Weeks,2025-06-30,"Certificate of Completion, Letter of Recommendation",B.Sc,"Photoshop, Illustrator, Figma","5 days a week, Free snacks",20000.0,20000.0,fixed,month,1.8411967779056388,2025-06-30,2025-04-23,False,2025-08-01,False,Kolkata,False,"['photoshop', 'illustrator', 'figma']","graphic design photoshop, illustrator, figma 5 days a week, free snacks b.sc certificate of completion, letter of recommendation marketmasters"
INT1247,2025-05-24,Finance,CodeCraft,Ahmedabad,1 August 2025,Rs. 12000 /month,12 Weeks,2025-07-15,Pre-Placement Offer (PPO),M.Tech,"Finance, Excel, Tally","Informal dress code, Free snacks",12000.0,12000.0,fixed,month,2.761795166858458,2025-07-15,2025-05-24,False,2025-08-01,False,Ahmedabad,False,"['finance', 'excel', 'tally']","finance finance, excel, tally informal dress code, free snacks m.tech pre-placement offer (ppo) codecraft"
INT1248,2025-06-25,Human Resources,CreativeMinds,Jaipur,Immediately,Performance based,2 Months,2025-08-01,Certificate of Completion,"B.Tech/B.E., MCA","HR, Recruitment, Excel","Certificate, LOR",,,performance_based,unknown,2.0,2025-08-01,2025-06-25,True,,False,Jaipur,False,"['hr', 'recruitment', 'excel']","human resources hr, recruitment, excel certificate, lor b.tech/b.e., mca certificate of completion creativeminds"
INT1249,2025-07-26,Operations,GrowthLab,Noida,1 June 2025,Rs. 7000-10000 /month,3 Months,2025-11-30,Letter of Recommendation,Any,"Operations, MS Office, Excel",Flexible working hours,7000.0,10000.0,range,month,3.0,2025-11-30,2025-07-26,False,2025-06-01,False,Noida,False,"['operations', 'ms office', 'excel']","operations operations, ms office, excel flexible working hours any letter of recommendation growthlab"
INT1250,2025-08-27,Python Development,AIVentures,Gurgaon,Immediately,Rs. 2000 /month,2 Months,2025-06-15,,B.Tech/B.E.,"Python, Django, REST API",Health Insurance,2000.0,2000.0,fixed,month,2.0,2025-06-15,2025-08-27,True,,False,Gurgaon,False,"['python', 'django', 'rest api']","python development python, django, rest api health insurance b.tech/b.e. aiventures"
INT1251,2025-09-28,Android Development,WebWizards,Chandigarh,Immediately,Rs. 25000 /month,3 Months,2025-07-01,"Certificate, PPO",BCA,"Android, Kotlin, Java",,25000.0,25000.0,fixed,month,3.0,2025-07-01,2025-09-28,True,,False,Chandigarh,False,"['android', 'kotlin', 'java']","android development android, kotlin, java bca certificate, ppo webwizards"
INT1252,2025-01-01,iOS Development,AppFactory,Indore,15 June 2025,Rs. 5000-8000 /month,4 Months,2025-08-20,"Certificate of Completion, Letter of Recommendation",MCA,"iOS, Swift, Xcode","Flexible working hours, Work from home",5000.0,8000.0,range,month,4.0,2025-08-20,2025-01-01,False,2025-06-15,False,Indore,False,"['ios', 'swift', 'xcode']","ios development ios, swift, xcode flexible working hours, work from home mca certificate of completion, letter of recommendation appfactory"
INT1253,2025-02-02,UI/UX Design,CloudNine,Work From Home,Immediately,,6 Months,2025-09-30,Pre-Placement Offer (PPO),MBA,"Figma, Adobe XD, Sketch","5 days a week, Free snacks",,,unknown,unknown,6.0,2025-09-30,2025-02-02,True,,True,Remote,False,"['figma', 'adobe xd', 'sketch']","ui/ux design figma, adobe xd, sketch 5 days a week, free snacks mba pre-placement offer (ppo) cloudnine"
INT1254,2025-03-03,Digital Marketing,BizBoost,Work From Home,Immediately,Rs. 18000 /month,1 Month,2025-05-31,Certificate of Completion,B.Com,"Facebook Ads, Google Ads, SEO","Informal dress code, Free snacks",18000.0,18000.0,fixed,month,1.0,2025-05-31,2025-03-03,True,,True,Remote,False,"['facebook ads', 'google ads', 'seo']","digital marketing facebook ads, google ads, seo informal dress code, free snacks b.com certificate of completion bizboost"
INT1255,2025-04-04,Social Media Marketing,ContentKing,Work From Home,1 June 2025,Rs. 5000 /month,5 Months,2025-10-15,Letter of Recommendation,Any Graduate,"Instagram, Facebook, Content Creation","Certificate, LOR",5000.0,5000.0,fixed,month,5.0,2025-10-15,2025-04-04,False,2025-06-01,True,Remote,False,"['instagram', 'facebook', 'content creation']","social media marketing instagram, facebook, content creation certificate, lor any graduate letter of recommendation contentking"
INT1256,2025-05-05,Video Editing,PixelPerfect,Mumbai,15 June 2025,Rs. 10000 /month,8 Weeks,2025-06-30,,B.Sc,"Premiere Pro, After Effects, Davinci Resolve",Flexible working hours,10000.0,10000.0,fixed,month,1.8411967779056388,2025-06-30,2025-05-05,False,2025-06-15,False,Mumbai,False,"['premiere pro', 'after effects', 'davinci resolve']","video editing premiere pro, after effects, davinci resolve flexible working hours b.sc pixelperfect"
INT1257,2025-06-06,React Development,AnalyticsEdge,Delhi,1 August 2025,Rs. 8000 /month,12 Weeks,2025-07-15,"Certificate, PPO",M.Tech,"React, Node.js, MongoDB",Health Insurance,8000.0,8000.0,fixed,month,2.761795166858458,2025-07-15,2025-06-06,False,2025-08-01,False,Delhi,False,"['react', 'node.js', 'mongodb']","react development react, node.js, mongodb health insurance m.tech certificate, ppo analyticsedge"
INT1258,2025-07-07,Full Stack Development,MobileFirst,Bangalore,1 July 2025,Rs. 15000 /month,2 Months,2025-08-01,"Certificate of Completion, Letter of Recommendation","B.Tech/B.E., MCA","Full Stack, Python, JavaScript, SQL",,15000.0,15000.0,fixed,month,2.0,2025-08-01,2025-07-07,False,2025-07-01,False,Bangalore,False,"['full stack', 'python', 'javascript', 'sql']","full stack development full stack, python, javascript, sql b.tech/b.e., mca certificate of completion, letter of recommendation mobilefirst"
INT1259,2025-08-08,Data Analytics,DevStudio,Hyderabad,1 June 2025,Unpaid,3 Months,2025-11-30,Pre-Placement Offer (PPO),Any,"SQL, Excel, Tableau, Power BI","Flexible working hours, Work from home",0.0,0.0,unpaid,unknown,3.0,2025-11-30,2025-08-08,False,2025-06-01,False,Hyderabad,False,"['sql', 'excel', 'tableau', 'power bi']","data analytics sql, excel, tableau, power bi flexible working hours, work from home any pre-placement offer (ppo) devstudio"
INT1260,2025-09-09,Data Science,TechCorp India,Chennai,Immediately,Rs. 3000 /month,2 Months,2025-06-15,Certificate of Completion,B.Tech/B.E.,"Python, Machine Learning, Data Analysis","5 days a week, Free snacks",3000.0,3000.0,fixed,month,2.0,2025-06-15,2025-09-09,True,,False,Chennai,False,"['python', 'machine learning', 'data analysis']","data science python, machine learning, data analysis 5 days a week, free snacks b.tech/b.e. certificate of completion techcorp india"
INT1261,2025-01-10,Web Development,StartupXYZ,Pune,1 June 2025,Rs. 20000 /month,3 Months,2025-07-01,Letter of Recommendation,BCA,"React, JavaScript, HTML, CSS","Informal dress code, Free snacks",20000.0,20000.0,fixed,month,3.0,2025-07-01,2025-01-10,False,2025-06-01,False,Pune,False,"['react', 'javascript', 'html', 'css']","web development react, javascript, html, css informal dress code, free snacks bca letter of recommendation startupxyz"
INT1262,2025-02-11,Machine Learning,InnovateTech,Kolkata,1 August 2025,Rs. 12000 /month,4 Months,2025-08-20,,MCA,"Python, TensorFlow, Deep Learning","Certificate, LOR",12000.0,12000.0,fixed,month,4.0,2025-08-20,2025-02-11,False,2025-08-01,False,Kolkata,False,"['python', 'tensorflow', 'deep learning']","machine learning python, tensorflow, deep learning certificate, lor mca innovatetech"
INT1263,2025-03-12,Business Development,DataDriven Co,Ahmedabad,Immediately,Performance based,6 Months,2025-09-30,"Certificate, PPO",MBA,"Business Development, Sales, CRM",Flexible working hours,,,performance_based,unknown,6.0,2025-09-30,2025-03-12,True,,False,Ahmedabad,False,"['business development', 'sales', 'crm']","business development business development, sales, crm flexible working hours mba certificate, ppo datadriven co"
INT1264,2025-04-13,Marketing,DesignHub,Jaipur,Immediately,Rs. 7000-10000 /month,1 Month,2025-05-31,"Certificate of Completion, Letter of Recommendation",B.Com,"Digital Marketing, SEO, Google Analytics",Health Insurance,7000.0,10000.0,range,month,1.0,2025-05-31,2025-04-13,True,,False,Jaipur,False,"['digital marketing', 'seo', 'google analytics']","marketing digital marketing, seo, google analytics health insurance b.com certificate of completion, letter of recommendation designhub"
INT1265,2025-05-14,Content Writing,FinanceFirst,Noida,1 July 2025,Rs. 2000 /month,5 Months,2025-10-15,Pre-Placement Offer (PPO),Any Graduate,"Content Writing, Blogging, SEO",,2000.0,2000.0,fixed,month,5.0,2025-10-15,2025-05-14,False,2025-07-01,False,Noida,False,"['content writing', 'blogging', 'seo']","content writing content writing, blogging, seo any graduate pre-placement offer (ppo) financefirst"
INT1266,2025-06-15,Graphic Design,MarketMasters,Gurgaon,1 June 2025,Rs. 25000 /month,8 Weeks,2025-06-30,Certificate of Completion,B.Sc,"Photoshop, Illustrator, Figma","Flexible working hours, Work from home",25000.0,25000.0,fixed,month,1.8411967779056388,2025-06-30,2025-06-15,False,2025-06-01,False,Gurgaon,False,"['photoshop', 'illustrator', 'figma']","graphic design photoshop, illustrator, figma flexible working hours, work from home b.sc certificate of completion marketmasters"
INT1267,2025-07-16,Finance,CodeCraft,Chandigarh,1 July 2025,Rs. 5000-8000 /month,12 Weeks,2025-07-15,Letter of Recommendation,M.Tech,"Finance, Excel, Tally","5 days a week, Free snacks",5000.0,8000.0,range,month,2.761795166858458,2025-07-15,2025-07-16,False,2025-07-01,False,Chandigarh,False,"['finance', 'excel', 'tally']","finance finance, excel, tally 5 days a week, free snacks m.tech letter of recommendation codecraft"
INT1268,2025-08-17,Human Resources,CreativeMinds,Indore,1 July 2025,,2 Months,2025-08-01,,"B.Tech/B.E., MCA","HR, Recruitment, Excel","Informal dress code, Free snacks",,,unknown,unknown,2.0,2025-08-01,2025-08-17,False,2025-07-01,False,Indore,False,"['hr', 'recruitment', 'excel']","human resources hr, recruitment, excel informal dress code, free snacks b.tech/b.e., mca creativeminds"
INT1269,2025-09-18,Operations,GrowthLab,Work From Home,1 June 2025,Rs. 18000 /month,3 Months,2025-11-30,"Certificate, PPO",Any,"Operations, MS Office, Excel","Certificate, LOR",18000.0,18000.0,fixed,month,3.0,2025-11-30,2025-09-18,False,2025-06-01,True,Remote,False,"['operations', 'ms office', 'excel']","operations operations, ms office, excel certificate, lor any certificate, ppo growthlab"
INT1270,2025-01-19,Python Development,AIVentures,Work From Home,Immediately,Rs. 5000 /month,2 Months,2025-06-15,"Certificate of Completion, Letter of Recommendation",B.Tech/B.E.,"Python, Django, REST API",Flexible working hours,5000.0,5000.0,fixed,month,2.0,2025-06-15,2025-01-19,True,,True,Remote,False,"['python', 'django', 'rest api']","python development python, django, rest api flexible working hours b.tech/b.e. certificate of completion, letter of recommendation aiventures"
INT1271,2025-02-20,Android Development,WebWizards,Work From Home,Immediately,Rs. 10000 /month,3 Months,2025-07-01,Pre-Placement Offer (PPO),BCA,"Android, Kotlin, Java",Health Insurance,10000.0,10000.0,fixed,month,3.0,2025-07-01,2025-02-20,True,,True,Remote,False,"['android', 'kotlin', 'java']","android development android, kotlin, java health insurance bca pre-placement offer (ppo) webwizards"
INT1272,2025-03-21,iOS Development,AppFactory,Mumbai,1 August 2025,Rs. 8000 /month,4 Months,2025-08-20,Certificate of Completion,MCA,"iOS, Swift, Xcode",,8000.0,8000.0,fixed,month,4.0,2025-08-20,2025-03-21,False,2025-08-01,False,Mumbai,False,"['ios', 'swift', 'xcode']","ios development ios, swift, xcode mca certificate of completion appfactory"
INT1273,2025-04-22,UI/UX Design,CloudNine,Delhi,1 July 2025,Rs. 15000 /month,6 Months,2025-09-30,Letter of Recommendation,MBA,"Figma, Adobe XD, Sketch","Flexible working hours, Work from home",15000.0,15000.0,fixed,month,6.0,2025-09-30,2025-04-22,False,2025-07-01,False,Delhi,False,"['figma', 'adobe xd', 'sketch']","ui/ux design figma, adobe xd, sketch flexible working hours, work from home mba letter of recommendation cloudnine"
INT1274,2025-05-23,Digital Marketing,BizBoost,Bangalore,15 June 2025,Unpaid,1 Month,2025-05-31,,B.Com,"Facebook Ads, Google Ads, SEO","5 days a week, Free snacks",0.0,0.0,unpaid,unknown,1.0,2025-05-31,2025-05-23,False,2025-06-15,False,Bangalore,False,"['facebook ads', 'google ads', 'seo']","digital marketing facebook ads, google ads, seo 5 days a week, free snacks b.com bizboost"
INT1275,2025-06-24,Social Media Marketing,ContentKing,Hyderabad,1 July 2025,Rs. 3000 /month,5 Months,2025-10-15,"Certificate, PPO",Any Graduate,"Instagram, Facebook, Content Creation","Informal dress code, Free snacks",3000.0,3000.0,fixed,month,5.0,2025-10-15,2025-06-24,False,2025-07-01,False,Hyderabad,False,"['instagram', 'facebook', 'content creation']","social media marketing instagram, facebook, content creation informal dress code, free snacks any graduate certificate, ppo contentking"
INT1276,2025-07-25,Video Editing,PixelPerfect,Chennai,1 July 2025,Rs. 20000 /month,8 Weeks,2025-06-30,"Certificate of Completion, Letter of Recommendation",B.Sc,"Premiere Pro, After Effects, Davinci Resolve","Certificate, LOR",20000.0,20000.0,fixed,month,1.8411967779056388,2025-06-30,2025-07-25,False,2025-07-01,False,Chennai,False,"['premiere pro', 'after effects', 'davinci resolve']","video editing premiere pro, after effects, davinci resolve certificate, lor b.sc certificate of completion, letter of recommendation pixelperfect"
INT1277,2025-08-26,React Development,AnalyticsEdge,Pune,1 July 2025,Rs. 12000 /month,12 Weeks,2025-07-15,Pre-Placement Offer (PPO),M.Tech,"React, Node.js, MongoDB",Flexible working hours,12000.0,12000.0,fixed,month,2.761795166858458,2025-07-15,2025-08-26,False,2025-07-01,False,Pune,False,"['react', 'node.js', 'mongodb']","react development react, node.js, mongodb flexible working hours m.tech pre-placement offer (ppo) analyticsedge"
INT1278,2025-09-27,Full Stack Development,MobileFirst,Kolkata,1 August 2025,Performance based,2 Months,2025-08-01,Certificate of Completion,"B.Tech/B.E., MCA","Full Stack, Python, JavaScript, SQL",Health Insurance,,,performance_based,unknown,2.0,2025-08-01,2025-09-27,False,2025-08-01,False,Kolkata,False,"['full stack', 'python', 'javascript', 'sql']","full stack development full stack, python, javascript, sql health insurance b.tech/b.e., mca certificate of completion mobilefirst"
INT1279,2025-01-28,Data Analytics,DevStudio,Ahmedabad,Immediately,Rs. 7000-10000 /month,3 Months,2025-11-30,Letter of Recommendation,Any,"SQL, Excel, Tableau, Power BI",,7000.0,10000.0,range,month,3.0,2025-11-30,2025-01-28,True,,False,Ahmedabad,False,"['sql', 'excel', 'tableau', 'power bi']","data analytics sql, excel, tableau, power bi any letter of recommendation devstudio"
INT1280,2025-02-01,Data Science,TechCorp India,Jaipur,1 August 2025,Rs. 2000 /month,2 Months,2025-06-15,,B.Tech/B.E.,"Python, Machine Learning, Data Analysis","Flexible working hours, Work from home",2000.0,2000.0,fixed,month,2.0,2025-06-15,2025-02-01,False,2025-08-01,False,Jaipur,False,"['python', 'machine learning', 'data analysis']","data science python, machine learning, data analysis flexible working hours, work from home b.tech/b.e. techcorp india"
INT1281,2025-03-02,Web Development,StartupXYZ,Noida,1 August 2025,Rs. 25000 /month,3 Months,2025-07-01,"Certificate, PPO",BCA,"React, JavaScript, HTML, CSS","5 days a week, Free snacks",25000.0,25000.0,fixed,month,3.0,2025-07-01,2025-03-02,False,2025-08-01,False,Noida,False,"['react', 'javascript', 'html', 'css']","web development react, javascript, html, css 5 days a week, free snacks bca certificate, ppo startupxyz"
INT1282,2025-04-03,Machine Learning,InnovateTech,Gurgaon,1 August 2025,Rs. 5000-8000 /month,4 Months,2025-08-20,"Certificate of Completion, Letter of Recommendation",MCA,"Python, TensorFlow, Deep Learning","Informal dress code, Free snacks",5000.0,8000.0,range,month,4.0,2025-08-20,2025-04-03,False,2025-08-01,False,Gurgaon,False,"['python', 'tensorflow', 'deep learning']","machine learning python, tensorflow, deep learning informal dress code, free snacks mca certificate of completion, letter of recommendation innovatetech"
INT1283,2025-05-04,Business Development,DataDriven Co,Chandigarh,Immediately,,6 Months,2025-09-30,Pre-Placement Offer (PPO),MBA,"Business Development, Sales, CRM","Certificate, LOR",,,unknown,unknown,6.0,2025-09-30,2025-05-04,True,,False,Chandigarh,False,"['business development', 'sales', 'crm']","business development business development, sales, crm certificate, lor mba pre-placement offer (ppo) datadriven co"
INT1284,2025-06-05,Marketing,DesignHub,Indore,Immediately,Rs. 18000 /month,1 Month,2025-05-31,Certificate of Completion,B.Com,"Digital Marketing, SEO, Google Analytics",Flexible working hours,18000.0,18000.0,fixed,month,1.0,2025-05-31,2025-06-05,True,,False,Indore,False,"['digital marketing', 'seo', 'google analytics']","marketing digital marketing, seo, google analytics flexible working hours b.com certificate of completion designhub"
INT1285,2025-07-06,Content Writing,FinanceFirst,Work From Home,1 July 2025,Rs. 5000 /month,5 Months,2025-10-15,Letter of Recommendation,Any Graduate,"Content Writing, Blogging, SEO",Health Insurance,5000.0,5000.0,fixed,month,5.0,2025-10-15,2025-07-06,False,2025-07-01,True,Remote,False,"['content writing', 'blogging', 'seo']","content writing content writing, blogging, seo health insurance any graduate letter of recommendation financefirst"
INT1286,2025-08-07,Graphic Design,MarketMasters,Work From Home,1 August 2025,Rs. 10000 /month,8 Weeks,2025-06-30,,B.Sc,"Photoshop, Illustrator, Figma",,10000.0,10000.0,fixed,month,1.8411967779056388,2025-06-30,2025-08-07,False,2025-08-01,True,Remote,False,"['photoshop', 'illustrator', 'figma']","graphic design photoshop, illustrator, figma b.sc marketmasters"
INT1287,2025-09-08,Finance,CodeCraft,Work From Home,15 June 2025,Rs. 8000 /month,12 Weeks,2025-07-15,"Certificate, PPO",M.Tech,"Finance, Excel, Tally","Flexible working hours, Work from home",8000.0,8000.0,fixed,month,2.761795166858458,2025-07-15,2025-09-08,False,2025-06-15,True,Remote,False,"['finance', 'excel', 'tally']","finance finance, excel, tally flexible working hours, work from home m.tech certificate, ppo codecraft"
INT1288,2025-01-09,Human Resources,CreativeMinds,Mumbai,Immediately,Rs. 15000 /month,2 Months,2025-08-01,"Certificate of Completion, Letter of Recommendation","B.Tech/B.E., MCA","HR, Recruitment, Excel","5 days a week, Free snacks",15000.0,15000.0,fixed,month,2.0,2025-08-01,2025-01-09,True,,False,Mumbai,False,"['hr', 'recruitment', 'excel']","human resources hr, recruitment, excel 5 days a week, free snacks b.tech/b.e., mca certificate of completion, letter of recommendation creativeminds"
INT1289,2025-02-10,Operations,GrowthLab,Delhi,1 June 2025,Unpaid,3 Months,2025-11-30,Pre-Placement Offer (PPO),Any,"Operations, MS Office, Excel","Informal dress code, Free snacks",0.0,0.0,unpaid,unknown,3.0,2025-11-30,2025-02-10,False,2025-06-01,False,Delhi,False,"['operations', 'ms office', 'excel']","operations operations, ms office, excel informal dress code, free snacks any pre-placement offer (ppo) growthlab"
INT1290,2025-03-11,Python Development,AIVentures,Bangalore,1 June 2025,Rs. 3000 /month,2 Months,2025-06-15,Certificate of Completion,B.Tech/B.E.,"Python, Django, REST API","Certificate, LOR",3000.0,3000.0,fixed,month,2.0,2025-06-15,2025-03-11,False,2025-06-01,False,Bangalore,False,"['python', 'django', 'rest api']","python development python, django, rest api certificate, lor b.tech/b.e. certificate of completion aiventures"
INT1291,2025-04-12,Android Development,WebWizards,Hyderabad,1 June 2025,Rs. 20000 /month,3 Months,2025-07-01,Letter of Recommendation,BCA,"Android, Kotlin, Java",Flexible working hours,20000.0,20000.0,fixed,month,3.0,2025-07-01,2025-04-12,False,2025-06-01,False,Hyderabad,False,"['android', 'kotlin', 'java']","android development android, kotlin, java flexible working hours bca letter of recommendation webwizards"
INT1292,2025-05-13,iOS Development,AppFactory,Chennai,Immediately,Rs. 12000 /month,4 Months,2025-08-20,,MCA,"iOS, Swift, Xcode",Health Insurance,12000.0,12000.0,fixed,month,4.0,2025-08-20,2025-05-13,True,,False,Chennai,False,"['ios', 'swift', 'xcode']","ios development ios, swift, xcode health insurance mca appfactory"
INT1293,2025-06-14,UI/UX Design,CloudNine,Pune,1 July 2025,Performance based,6 Months,2025-09-30,"Certificate, PPO",MBA,"Figma, Adobe XD, Sketch",,,,performance_based,unknown,6.0,2025-09-30,2025-06-14,False,2025-07-01,False,Pune,False,"['figma', 'adobe xd', 'sketch']","ui/ux design figma, adobe xd, sketch mba certificate, ppo cloudnine"
INT1294,2025-07-15,Digital Marketing,BizBoost,Kolkata,1 June 2025,Rs. 7000-10000 /month,1 Month,2025-05-31,"Certificate of Completion, Letter of Recommendation",B.Com,"Facebook Ads, Google Ads, SEO","Flexible working hours, Work from home",7000.0,10000.0,range,month,1.0,2025-05-31,2025-07-15,False,2025-06-01,False,Kolkata,False,"['facebook ads', 'google ads', 'seo']","digital marketing facebook ads, google ads, seo flexible working hours, work from home b.com certificate of completion, letter of recommendation bizboost"
INT1295,2025-08-16,Social Media Marketing,ContentKing,Ahmedabad,1 July 2025,Rs. 2000 /month,5 Months,2025-10-15,Pre-Placement Offer (PPO),Any Graduate,"Instagram, Facebook, Content Creation","5 days a week, Free snacks",2000.0,2000.0,fixed,month,5.0,2025-10-15,2025-08-16,False,2025-07-01,False,Ahmedabad,False,"['instagram', 'facebook', 'content creation']","social media marketing instagram, facebook, content creation 5 days a week, free snacks any graduate pre-placement offer (ppo) contentking"
INT1296,2025-09-17,Video Editing,PixelPerfect,Jaipur,1 June 2025,Rs. 25000 /month,8 Weeks,2025-06-30,Certificate of Completion,B.Sc,"Premiere Pro, After Effects, Davinci Resolve","Informal dress code, Free snacks",25000.0,25000.0,fixed,month,1.8411967779056388,2025-06-30,2025-09-17,False,2025-06-01,False,Jaipur,False,"['premiere pro', 'after effects', 'davinci resolve']","video editing premiere pro, after effects, davinci resolve informal dress code, free snacks b.sc certificate of completion pixelperfect"
INT1297,2025-01-18,React Development,AnalyticsEdge,Noida,15 June 2025,Rs. 5000-8000 /month,12 Weeks,2025-07-15,Letter of Recommendation,M.Tech,"React, Node.js, MongoDB","Certificate, LOR",5000.0,8000.0,range,month,2.761795166858458,2025-07-15,2025-01-18,False,2025-06-15,False,Noida,False,"['react', 'node.js', 'mongodb']","react development react, node.js, mongodb certificate, lor m.tech letter of recommendation analyticsedge"
INT1298,2025-02-19,Full Stack Development,MobileFirst,Gurgaon,1 July 2025,,2 Months,2025-08-01,,"B.Tech/B.E., MCA","Full Stack, Python, JavaScript, SQL",Flexible working hours,,,unknown,unknown,2.0,2025-08-01,2025-02-19,False,2025-07-01,False,Gurgaon,False,"['full stack', 'python', 'javascript', 'sql']","full stack development full stack, python, javascript, sql flexible working hours b.tech/b.e., mca mobilefirst"
INT1299,2025-03-20,Data Analytics,DevStudio,Chandigarh,1 June 2025,Rs. 18000 /month,3 Months,2025-11-30,"Certificate, PPO",Any,"SQL, Excel, Tableau, Power BI",Health Insurance,18000.0,18000.0,fixed,month,3.0,2025-11-30,2025-03-20,False,2025-06-01,False,Chandigarh,False,"['sql', 'excel', 'tableau', 'power bi']","data analytics sql, excel, tableau, power bi health insurance any certificate, ppo devstudio"
INT1300,2025-04-21,Data Science,TechCorp India,Indore,Immediately,Rs. 5000 /month,2 Months,2025-06-15,"Certificate of Completion, Letter of Recommendation",B.Tech/B.E.,"Python, Machine Learning, Data Analysis",,5000.0,5000.0,fixed,month,2.0,2025-06-15,2025-04-21,True,,False,Indore,False,"['python', 'machine learning', 'data analysis']","data science python, machine learning, data analysis b.tech/b.e. certificate of completion, letter of recommendation techcorp india"
INT1301,2025-05-22,Web Development,StartupXYZ,Work From Home,1 July 2025,Rs. 10000 /month,3 Months,2025-07-01,Pre-Placement Offer (PPO),BCA,"React, JavaScript, HTML, CSS","Flexible working hours, Work from home",10000.0,10000.0,fixed,month,3.0,2025-07-01,2025-05-22,False,2025-07-01,True,Remote,False,"['react', 'javascript', 'html', 'css']","web development react, javascript, html, css flexible working hours, work from home bca pre-placement offer (ppo) startupxyz"
INT1302,2025-06-23,Machine Learning,InnovateTech,Work From Home,Immediately,Rs. 8000 /month,4 Months,2025-08-20,Certificate of Completion,MCA,"Python, TensorFlow, Deep Learning","5 days a week, Free snacks",8000.0,8000.0,fixed,month,4.0,2025-08-20,2025-06-23,True,,True,Remote,False,"['python', 'tensorflow', 'deep learning']","machine learning python, tensorflow, deep learning 5 days a week, free snacks mca certificate of completion innovatetech"
INT1303,2025-07-24,Business Development,DataDriven Co,Work From Home,Immediately,Rs. 15000 /month,6 Months,2025-09-30,Letter of Recommendation,MBA,"Business Development, Sales, CRM","Informal dress code, Free snacks",15000.0,15000.0,fixed,month,6.0,2025-09-30,2025-07-24,True,,True,Remote,False,"['business development', 'sales', 'crm']","business development business development, sales, crm informal dress code, free snacks mba letter of recommendation datadriven co"
INT1304,2025-08-25,Marketing,DesignHub,Mumbai,Immediately,Unpaid,1 Month,2025-05-31,,B.Com,"Digital Marketing, SEO, Google Analytics","Certificate, LOR",0.0,0.0,unpaid,unknown,1.0,2025-05-31,2025-08-25,True,,False,Mumbai,False,"['digital marketing', 'seo', 'google analytics']","marketing digital marketing, seo, google analytics certificate, lor b.com designhub"
INT1305,2025-09-26,Content Writing,FinanceFirst,Delhi,1 August 2025,Rs. 3000 /month,5 Months,2025-10-15,"Certificate, PPO",Any Graduate,"Content Writing, Blogging, SEO",Flexible working hours,3000.0,3000.0,fixed,month,5.0,2025-10-15,2025-09-26,False,2025-08-01,False,Delhi,False,"['content writing', 'blogging', 'seo']","content writing content writing, blogging, seo flexible working hours any graduate certificate, ppo financefirst"
